sku_identificador,idProductoDelCompetidor,idPregunta,Vendedor,estado,texto,fechaCreacion,respuesta
"RIN-091","MLM1738832735","13149716437","MR","ANSWERED","Me refiero a si vendes marca especifica (Italika)","2024-09-03T13:02:33.193-04:00","Disculpe, en este momento solo contamos con la marca Alessia para el rin trasero completo Italika Ft150 Grafito Rayos 1.6x17. ¿Hay algo más en lo que pueda ayudarte?"
"RIN-091","MLM1738832735","13148148550","MR","ANSWERED","Hola le quedará a una café racer 150 de motomel?","2024-08-31T17:19:01.457-04:00","Buen día, este rin es compatible si tu motocicleta café racer 150 de motomel tiene un rin de 17". Te recomendaría verificar si el porta balatas es compatible. ¿Hay algo más en lo que pueda ayudarte?"
"RIN-091","MLM1738832735","13147735659","MR","ANSWERED","El original, lo manejas?","2024-08-31T20:43:45.354-04:00","Buen día, sí, el producto disponible es original de la marca Alessia. ¿Hay algo más en lo que pueda ayudarte?"
"RIN-091","MLM1738832735","13147444921","MR","ANSWERED","Incluye el porta balatas","2024-08-31T12:23:09.368-04:00","Buen día, el rin no incluye el porta balatas. ¡Estoy a tu disposición para cualquier otra pregunta que tengas!"
"RIN-091","MLM1738832735","13147444177","MR","ANSWERED","Es rin 17","2024-08-31T12:21:30.020-04:00","Buen día, SI es un rin 17""
"RIN-091","MLM1738832735","13146308328","MR","ANSWERED","Sirve para la ft125 2023?","2024-08-29T09:15:14.163-04:00","Buen día, NO es compatible con tu modelo."
"RIN-091","MLM1738832735","13145415881","MR","ANSWERED","Es rin 18 ?","2024-08-28T18:31:31.525-04:00","Hola amigo es rin 18"
"RIN-091","MLM1738832735","13145342940","MR","ANSWERED","Le queda ala ftb125 2020","2024-08-28T08:22:33.886-04:00","Hola amigo no contamos con el dato"
"RIN-091","MLM1738832735","13145341176","MR","ANSWERED","Le queda ala ftb125 2020","2024-08-28T08:22:31.410-04:00","Hola amigo no contamos con el dato"
"RIN-091","MLM1738832735","13145061020","MR","ANSWERED","No tendrás para dt150 delivery 2021? Es 1.6x18","2024-08-27T19:46:54.812-04:00","Hola amigo no lo siento"
"RIN-091","MLM1738832735","13144155141","MR","ANSWERED","Compatible con FT Grafito 2019?","2024-08-27T13:01:54.613-04:00","Hola amigo si le queda"
"RIN-091","MLM1738832735","13144274732","MR","ANSWERED","Diaculpe si le quedara ala ft150grafito año 2022","2024-08-27T00:07:01.518-04:00","Hola amigo no lo siento"
"RIN-091","MLM1738832735","13143428105","MR","ANSWERED","Pues a mí me dice que el 27 llegaría como máximo peronla verdad es un mal servicio de mercado libre","2024-08-26T17:01:11.654-04:00","EL PROBLEMA ES QUE ES DE MERCADO LIBRE FULL AMIGO"
"RIN-091","MLM1738832735","13143914030","MR","ANSWERED","#2000009106183738 Es ese??","2024-08-26T16:33:34.330-04:00","NO SE POR QUE EN FULL LO REPROGRAMARON, PERO AQUI ME APARECE QUE TIENE HASTA EL DIA 2 DE SEPTIEMBRE PARA SER ENVIADO"
"RIN-091","MLM1738832735","13143877382","MR","ANSWERED","De dónde saco el número para poder proporcionarselo","2024-08-26T15:56:53.424-04:00","DE TU COMPRA AMIGO"
"RIN-091","MLM1738832735","13143857650","MR","ANSWERED","Ya eh revisado pero ya lleva 2 días ahí mismo","2024-08-26T15:39:57.534-04:00","ME PODRIAS APOYAR CON EL NUMERO DE VENTA PARA YO PODER CHECAR QUE FUE LO QUE SUCEDIO."
"RIN-091","MLM1738832735","13143320651","MR","ANSWERED","Lo pedi y ya lleva aprox unos 3 días y no llega, ¿¿ Todavía tardará más??","2024-08-26T15:19:36.677-04:00","PUEDES CEHCAR EN LA COMPRA QUE REALIZASTE EN QUE ESTADO SE ENCUENTRA TU PEDIDO"
"RIN-091","MLM1738832735","13142404084","MR","ANSWERED","Las dimensiones del porta balatas de cuanto es . ?","2024-08-24T15:15:44.653-04:00","Hola buen día por el momento no cuento con el dato, pero igual puedes hacer la compra y en caso de que no le quede hacer la devolución."
"RIN-091","MLM1738832735","13142403602","MR","ANSWERED","Es para un balastro chico que medida tiene?, si tienes en existencia","2024-08-24T15:09:41.523-04:00","SI TENEMOS EN EXISTENCIA, EN CUANTO A LAS MEDIDAS SON 1.6 X 17"
"RIN-091","MLM1738832735","13142301262","MR","ANSWERED","Sera compatible con una blast 125 de vento?","2024-08-24T12:29:12.431-04:00","Buen día, le es compatible si su rin es 17". ¡Estoy a su disposición para cualquier otra pregunta!"
"RIN-091","MLM1738832735","13141472995","MR","ANSWERED","Queda a una ft 125 roja modelo 2017?","2024-08-23T21:11:51.227-04:00","No dispongo de información sobre la disponibilidad de una motocicleta FT 125 roja del modelo 2017. Sin embargo, puedo confirmarte la disponibilidad del Rin Trasero Completo Italika Ft150 Grafito Rayos 1.6x17, del cual actualmente hay 130 unidades en stock. ¿Hay algo más en lo que pueda ayudarte?"
"RIN-091","MLM1738832735","13140839161","MR","ANSWERED","Le queda a una dm roja 2019!?","2024-08-23T08:13:15.409-04:00","Hola, no creo que le quede"
"RIN-091","MLM1738832735","13140466845","MR","ANSWERED","Es para balata chica??","2024-08-22T17:28:30.961-04:00","Buen día, las balatas son de tamaño estándar, espero haber resuelto tu duda, ¿hay algo más en lo que pueda ayudarte?"
"RIN-091","MLM1738832735","13139829087","MR","ANSWERED","buen dia disculpa cuenta con garantía aparte del mes que otorga mercado libre?","2024-08-22T00:56:37.760-04:00","La garantía del producto es de 30 días, como se especifica en la descripción del producto. Si necesitas más información, no dudes en preguntar. ¡Estoy aquí para ayudarte!"
"RIN-091","MLM1738832735","13139774221","MR","ANSWERED","Buenas tardes después de Aser la compra se puede generar factura","2024-08-21T22:34:22.708-04:00","ASI ES AMIGO."
"RIN-091","MLM1738832735","13139768899","MR","ANSWERED","Buenas noches el rin es de masa chica?","2024-08-21T22:25:34.418-04:00","Buen día, el tamaño del rin es de 17". No es considerado pequeño, es un tamaño estándar para motocicletas. ¿Hay algo más en lo que pueda ayudarte?"
"RIN-091","MLM1738832735","13137559075","MR","ANSWERED","Buenas tardes, de pura casualidad no majenas el rin 17 delantero?","2024-08-19T16:42:29.055-04:00","Lo siento, pero en este momento solo disponemos del rin trasero completo de 17 pulgadas. ¿Hay algo más en lo que pueda ayudarte?"
"RIN-091","MLM1738832735","13136029208","MR","ANSWERED","Disculpe las molestias pero de casualidad tendrán el rin completo para la dt110 delivery?? De antemano gracias","2024-08-16T16:42:45.796-04:00","Buen día, el rin completo es compatible si su rin es 17", aunque necesita checar si le queda su porta balatas. ¡Estoy a su disposición para cualquier otra pregunta!"
"RIN-091","MLM1738832735","13134500690","MR","ANSWERED","Disculpa mi ignorancia, mi llanta dice 3.00-17, si me serviría?","2024-08-14T21:32:44.086-04:00","LAMENTABLEMENTE NO CUENTO CON ESE DATO EXACTO. Sin embargo, el rin es de 17" y es compatible si tu vehículo tiene el mismo tamaño de rin. Te recomendaría verificar las especificaciones de tu vehículo para asegurarte de que sea compatible. ¿Hay algo más en lo que pueda ayudarte?"
"RIN-091","MLM1738832735","13134413446","MR","ANSWERED","Es compatible para la itálica, Z 125?","2024-08-14T19:49:06.648-04:00","Buen día, es compatible si su rin es 17", aunque necesita checar si le queda su porta balatas. ¡Estoy a su disposición para cualquier otra pregunta!"
"RIN-091","MLM1738832735","13133097831","MR","ANSWERED","Hola Buenas noches, es compatible con mi ft 150 20204? Gracias","2024-08-13T23:50:28.855-04:00","Hola amigo, sí, es compatible con tu Italika FT 150 2024. ¡Esperamos tu compra, gracias!"
"RIN-091","MLM1738832735","13131969023","MR","ANSWERED","Buenas tardes, viene con todo y maza?","2024-08-12T20:08:45.448-04:00","Buen día, sí, el rin viene completo con la maza incluida, listo para ser instalado. ¡Aprovecha la oferta!"
"RIN-091","MLM1738832735","13129617820","MR","ANSWERED","Viene con el seguro para el sproket?","2024-08-08T22:13:34.928-04:00","HOLA BUEN DIA, NO CUENTO CON ESE DATO EXACTO"
"RIN-091","MLM1738832735","13128529463","MR","ANSWERED","Es compatible con la balata chica","2024-08-08T11:39:02.040-04:00","LAMENTABLEMENTE NO CUENTO CON ESE DATO EXACTO. Sin embargo, las balatas son de tamaño estándar, por lo que te recomendaría verificar las especificaciones de tu balata para asegurarte de que sea compatible. ¿Hay algo más en lo que pueda ayudarte?"
"RIN-091","MLM1738832735","13129044974","MR","ANSWERED","Es balata chica","2024-08-08T11:36:26.648-04:00","LAMENTABLEMENTE NO CUENTO CON ES EDATO EXACTO."
"RIN-091","MLM1738832735","13129029386","MR","ANSWERED","Hola buen dia disculpe le queda a una moto ft125 2018","2024-08-08T11:23:15.849-04:00","Buen día, es compatible si su rin es 17", aunque necesita checar si le queda su porta balatas. ¡Estoy a su disposición para cualquier otra pregunta!"
"RIN-091","MLM1738832735","13129006828","MR","ANSWERED","Hola e queda a la ft150 grafito y es de masa chica","2024-08-08T11:01:06.186-04:00","HOLA SI ES COMPATIBLE"
"RIN-091","MLM1738832735","13128139426","MR","ANSWERED","Buenos días, le queda a la ft150cc 2024?","2024-08-07T12:37:14.659-04:00","Hola buen día no es compatible, ´pero igual puedes checarlo y en caso de que no le quede hacer la devolución."
"RIN-091","MLM1738832735","13126276909","MR","ANSWERED","Le queda ala grafito negra 2024?","2024-08-06T01:52:34.182-04:00","HOLA SI ES COMPATIBLE"
"RIN-091","MLM1738832735","13125348605","MR","BANNED","","2024-08-05T08:29:06.114-04:00","No respondida"
"RIN-092","MLM3077028364","13154338398","BEN10","ANSWERED","Buenas noches, disculpe es de tambor pequeño???","2024-09-09T01:30:59.012-04:00","Buenos dias, es para tambor pequeño, saludos!"
"RIN-092","MLM3077028364","13152239301","BEN10","ANSWERED","No los tienen en aluminio? Que no sean de rayos","2024-09-06T11:04:16.698-04:00","Buen dia, por el momento no tenemos un modelo compatible de aspas, saludos!"
"RIN-092","MLM3077028364","13149987891","BEN10","ANSWERED","Le queda a una ft grafito año 2020","2024-09-03T17:48:54.763-04:00","Buen día, es compatible con la FT Grafito del año 2020, ¡saludos!"
"RIN-092","MLM3077028364","13150445212","BEN10","ANSWERED","Le queda a una ft150 grafito 2021?","2024-09-03T16:29:42.021-04:00","Buen dia, es compatible, saludos!"
"RIN-092","MLM3077028364","13149824780","BEN10","ANSWERED","Buenas noches es compatible con ft125 roja 2020? Saludos","2024-09-02T22:43:53.804-04:00","Buen dia, es compatible, saludos!"
"RIN-092","MLM3077028364","13149784528","BEN10","ANSWERED","Hola buen día es compatible con la ft 150 g","2024-09-02T21:43:38.631-04:00","Buen dia, no es compatible, te recomendamos este modelo: https://articulo.mercadolibre.com.mx/MLM-2174276824-rin-moto-trasero-italika-ft150180200250-reforzado-ancho-_JM"
"RIN-092","MLM3077028364","13148727104","BEN10","ANSWERED","Hola buenas tardes, le queda para una ft 150 grafito 2023?, y las balatas que ya trae mi moto y el portabalatas no se tienen que cambiar","2024-09-01T18:41:28.918-04:00","Buen día, el Rin Trasero Completo Italika Ft150 Grafito Rayos 1.6x17 es compatible con la FT150 Grafito 2023, portabalatas, no es necesario cambiarlo. ¡Quedo a tu disposición para cualquier otra consulta que tengas!"
"RIN-092","MLM3077028364","13147042090","BEN10","ANSWERED","Completo es con porta balatas","2024-08-30T01:36:34.141-04:00","Buen dia, no incluye portabalatas."
"RIN-092","MLM3077028364","13145125446","BEN10","ANSWERED","Ese como es? La moto es una dt150 delivery 2021. Si le quedará?","2024-08-27T21:05:47.518-04:00","seria como este : https://articulo.mercadolibre.com.mx/MLM-3286169268-rin-trasero-aluminio-conversion-aspas-italika-dt150-delivery-_JM"
"RIN-092","MLM3077028364","13145008306","BEN10","ANSWERED","vendes elporta balatas para este rin","2024-08-27T18:47:34.504-04:00","Buen dia, en este momento no lo tenemos disponible, disculpa."
"RIN-092","MLM3077028364","13144479485","BEN10","ANSWERED","No tienes 18?","2024-08-27T18:32:45.804-04:00","Buen dia, solo en aspas de balata grande amigo."
"RIN-092","MLM3077028364","13142371076","BEN10","ANSWERED","Le queda a una moto Italika ft 125 ?","2024-08-24T14:19:36.853-04:00","Buen día, es compatible con el modelo de rin 17, saludos!"
"RIN-092","MLM3077028364","13141765919","BEN10","ANSWERED","Te pido 1 y me mandas la info","2024-08-24T11:59:47.099-04:00","Buen día, la información que necesito es si el rin trasero completo Italika Ft150 Grafito Rayos 1.6x17 es compatible con la Italika ft 150g 2022. ¡Saludos!"
"RIN-092","MLM3077028364","13141169708","BEN10","ANSWERED","Alguna promoción comprando 4 rines o mas","2024-08-22T21:17:01.803-04:00",""
"RIN-092","MLM3077028364","13140289380","BEN10","ANSWERED","buen dia que cubre la garantía de 3 meses?","2024-08-21T22:32:05.149-04:00","La garantía de 3 meses incluye la cobertura de posibles defectos de fabricación que puedan presentarse en el rin trasero completo Italika Ft150 Grafito Rayos 1.6x17. dentro de este período de tiempo estará respaldado por la garantía del vendedor."
"RIN-092","MLM3077028364","13139213172","BEN10","ANSWERED","Buenas tardes!! Emiten factura?","2024-08-20T19:58:56.986-04:00","Buen dia por supuesto emitimos tu factura al realizar tu compra, saludos!"
"RIN-092","MLM3077028364","13137151072","BEN10","ANSWERED","Es compatible con una honda cgl 125 ??","2024-08-18T15:40:21.751-04:00","Buen dia, no es compatible con este modelo, disculpa."
"RIN-092","MLM3077028364","13135308497","BEN10","ANSWERED","Una pregunta si te compro el Rin que consejo me das para pintar los rayos color negro, lo que pasa que mi Rin trasero se doblo con un bache y pues mi Rin está totalmente negro, lo que busco es dejarlo igual y volverla usar puedes asesorarme antes de comprarlo","2024-08-16T12:46:20.232-04:00","Te recomendamos no modificar tu producto para que tu garantía aplique durante los 3 primeros meses."
"RIN-092","MLM3077028364","13135144239","BEN10","ANSWERED","Buenos días disculpe no tendrá en buje cubre polvo trasero para moto italika ft 150 grafito 2020","2024-08-16T09:50:00.722-04:00","Buen dia, no lo manejamos por el momento, disculpa."
"RIN-092","MLM3077028364","13135515504","BEN10","ANSWERED","Le queda a una ft 125 roja nueva 2021","2024-08-16T03:50:06.205-04:00","Buen dia, es compatible, saludos!"
"RIN-092","MLM3077028364","13135504822","BEN10","ANSWERED","Tienes en color negro los rayos?","2024-08-16T02:10:53.812-04:00","Buen dia, solo manejamos con los rayos en color plata, saludos!"
"RIN-092","MLM3077028364","13135324042","BEN10","ANSWERED","Cual es la medida del diametro interior de la maza, lo ocupo para una dt125 delivery 2017, si es compatible???","2024-08-15T19:44:12.171-04:00","Buen dia, es para balata chica, es compatible, saludos!"
"RIN-092","MLM3077028364","13135183730","BEN10","ANSWERED","Disculpe es compatible con la ft 125 roja año 2018","2024-08-15T16:52:46.266-04:00","Buen dia es compatible, saludos!"
"RIN-092","MLM3077028364","13133612634","BEN10","ANSWERED","Buenas noches, de casualidad sabe si le queda a mi ft150 grafito 2024?","2024-08-13T23:47:13.188-04:00","Buen dia, es compatible, saludos!"
"RIN-092","MLM3077028364","13132849607","BEN10","ANSWERED","Buenas tardes le quedan para una At110 LT??","2024-08-13T18:21:34.643-04:00","Buen dia, no es compatible con este modelo, disculpa."
"RIN-092","MLM3077028364","13132582587","BEN10","ANSWERED","Es para balata chica?","2024-08-13T13:51:46.791-04:00","Buen dia, si es para balata chica, saludos!"
"RIN-092","MLM3077028364","13132310826","BEN10","ANSWERED","Buen día, viene con buges y baleros?","2024-08-12T17:05:58.731-04:00","Sí, el Rin Trasero Completo Italika Ft150 Grafito Rayos 1.6x17 incluye balero y bujes ¡Estoy a tu disposición para ayudarte con cualquier otra pregunta que tengas!"
"RIN-092","MLM3077028364","13132028608","BEN10","ANSWERED","Buenos días facturan?","2024-08-12T12:48:26.001-04:00","Buen dia, por supuesto, facturamos, saludos!"
"RIN-092","MLM3077028364","13127545223","BEN10","ANSWERED","buen día trae ya el tambor de freno?","2024-08-07T11:23:55.388-04:00","Buen dia, claro se envia el rin completo."
"RIN-092","MLM3077028364","13126774866","BEN10","ANSWERED","Le queda a una Italika ft 150g 2022?","2024-08-06T00:39:14.276-04:00","Buen dia, no es compatible, te recomendamos este rin que es compatible con FT150G: https://articulo.mercadolibre.com.mx/MLM-3284076964-rin-moto-trasero-italika-ft125150180200250-reforzado-_JM"
"RIN-092","MLM3077028364","13126229732","BEN10","ANSWERED","Buen día una pregunta si lo tiene en existencia Haces unos días pedí uno y nunca me lo enviaron, tuve que cancelar la compra, para saber si hago la compra","2024-08-05T14:01:26.773-04:00","Buen dia, disponible, saludos!"
"RIN-092","MLM3077028364","13125699254","BEN10","ANSWERED","Hola buenas noches ustedes también venden el portabalatas para este Rin y la transmisión gracias","2024-08-04T22:08:43.181-04:00","Buen dia, no disponible por el momento, disculpa."
"RIN-092","MLM3077028364","13124500444","BEN10","ANSWERED","Rin de rallos para ft 150 3 18","2024-08-02T23:51:47.910-04:00","Buen dia, por el momento lo tenemos solo en aspas: https://articulo.mercadolibre.com.mx/MLM-3284076964-rin-moto-trasero-italika-ft125150180200250-reforzado-_JM"
"RIN-092","MLM3077028364","13123656490","BEN10","ANSWERED","Le queda a una Italika ft150g 2022?","2024-08-01T22:04:58.404-04:00","Buen dia, no es compatible, te recomendamos este rin que es compatible con FT150G: https://articulo.mercadolibre.com.mx/MLM-3284076964-rin-moto-trasero-italika-ft125150180200250-reforzado-_JM"
"RIN-092","MLM3077028364","13109566917","BEN10","ANSWERED","Cuál me recomiendan...","2024-07-16T20:55:50.931-04:00","Buen dia, te dejamos algunos modelos: https://articulo.mercadolibre.com.mx/MLM-2574295918-llanta-300-17-pista-6-capas-para-italika-ft-150-grafito-_JM https://articulo.mercadolibre.com.mx/MLM-1990489666-llanta-trasera-moto-italika-at-ft150-grafito-delivery-gajos-_JM https://articulo.mercadolibre.com.mx/MLM-2315581782-llanta-doble-proposito-11090-17-6-capas-alta-calidad-_JM"
"RIN-092","MLM3077028364","13109416457","BEN10","ANSWERED","Mi moto es una FT125 roja modelo 2021 necesito el rin trasero de 17 pulgadas, tiene 36 rayos, si es compatible con la que venden por favor?","2024-07-16T18:17:29.510-04:00","Buen dia, compatible, saludos!"
"RIN-092","MLM3077028364","13109904624","BEN10","ANSWERED","Por favor es compatible con una moto FT125 roja 2021 rin 17 trasera?","2024-07-16T18:10:35.186-04:00","Buen dia, compatible, saludos!"
"RIN-092","MLM3077028364","13109163408","BEN10","ANSWERED","Que llanta podría agregar aparte de la original, para que se vea más ancho el neumático...","2024-07-15T23:50:11.834-04:00","Buen dia, puede usar hasta 110/90-17"
"RIN-092","MLM3077028364","13109039770","BEN10","ANSWERED","Tienes el delantero también el par y cuánto cuesta gracias ??","2024-07-15T20:46:36.498-04:00","Buen dia, en este momento lo tenemos agotado."
"RIN-092","MLM3077028364","13107200912","BEN10","ANSWERED","¿Queda a dt110?","2024-07-13T13:22:50.211-04:00","Buenos dias lamento informarte que no es compatible"
"RIN-092","MLM3077028364","13106884560","BEN10","ANSWERED","Es compatible para una dm 200","2024-07-12T22:46:46.297-04:00","Lo siento, pero el Rin Trasero Completo Italika Ft150 Grafito Rayos 1.6x17 es compatible específicamente con el modelo FT150 GRAFITO en los años 2018 a 2024. No es compatible con la DM 200. Si necesitas ayuda con algún otro producto o información, ¡estaré encantado de ayudarte!"
"RIN-092","MLM3077028364","13105518364","BEN10","ANSWERED","Le puede caber a una ft150g 2019?","2024-07-11T13:23:43.118-04:00","Buen dia, no es compatible ya que este rin es 17, disculpa"
"RIN-092","MLM3077028364","13104558513","BEN10","ANSWERED","Es compatible con una DT150 2019?","2024-07-10T22:23:48.308-04:00","Buen dia, es compatible, saludos!"
"RIN-092","MLM3077028364","13102503511","BEN10","ANSWERED","Es compatible con una ft125?","2024-07-08T20:05:15.741-04:00","Buen dia, es compatible con el modelo de rin 17, saludos!"
"RIN-092","MLM3077028364","13101567395","BEN10","ANSWERED","Le quedara a una suzuki ax4 2022?","2024-07-07T22:21:59.552-04:00","Buen día, lamento informarte que desconozco la compatibilidad con la Suzuki AX4 2022. Sin embargo, ten en cuenta que este rin es de medida 1.6x17, con tambor de freno chico y bujes en sprocket. ¡Quedo a tu disposición para cualquier otra consulta!"
"RIN-092","MLM3077028364","13102036400","BEN10","ANSWERED","Buenas tardes es compatible con una ITALIKA FT125 Roja año 2018 parte trasera con cámara??","2024-07-07T21:40:41.577-04:00","Buen día, lamento informarte que desconozco la compatibilidad con la ITALIKA FT125 Roja del año 2018 con cámara. Sin embargo, ten en cuenta que este rin es de medida 1.6x17, con tambor de freno chico y bujes en sprocket. ¡Quedo a tu disposición para cualquier otra consulta!"
"RIN-092","MLM3077028364","13100241666","BEN10","ANSWERED","Tendrá rin delantero?","2024-07-05T11:20:21.642-04:00","Buen día, te dejamos el link: https://articulo.mercadolibre.com.mx/MLM-2301855282-rin-delantero-14-x-17-italika-ft150-grafito-_JM"
"RIN-092","MLM3077028364","13099710964","BEN10","ANSWERED","Le vá a una ft125 2018?","2024-07-04T17:57:02.291-04:00","Buen dia, es compatible, saludos!"
"RIN-092","MLM3077028364","13098623770","BEN10","ANSWERED","Si es compatible para una MB xtrail 250","2024-07-03T16:16:42.858-04:00","Buen día, lamento informarte que desconozco la compatibilidad con la MB Xtrail 250. Sin embargo, ten en cuenta que este rin es de medida 1.6x17, con tambor de freno chico y bujes en sprocket. ¡Quedo a tu disposición para cualquier otra consulta!"
"RIN-092","MLM3077028364","13082217121","BEN10","ANSWERED","Lo pedi y en lugar de llegar 1.60x17 me llego 18x2.15 como cuanto tardan para la devolucion o un cambio a la medida que viene en la descripción del producto?","2024-06-14T23:42:57.981-04:00","Buen dia, puedes realizar tu devolución, saludos!"
"RIN-091","MLM2131990966","13153821741","BEN10","ANSWERED","Viene con portabalatas?","2024-09-09T03:10:02.398-04:00","¡Buen día! El producto no incluye portabalatas. ¡Saludos!"
"RIN-091","MLM2131990966","13150266097","BEN10","ANSWERED","Hola le queda a Dt 125 delivery?","2024-09-04T00:50:15.965-04:00","Buen dia, es compatible, saludos!"
"RIN-091","MLM2131990966","13142651700","BEN10","ANSWERED","Es compatible con ft 125 2017 roja?","2024-08-24T22:46:57.117-04:00","Buen día, sí, el producto es compatible con la motocicleta Italika FT 125, sin importar el color o el año, saludos!"
"RIN-091","MLM2131990966","13142650498","BEN10","ANSWERED","Es compatible con ft 125 trasero?","2024-08-24T22:42:04.667-04:00","Buen día, sí, el producto es compatible con la motocicleta Italika FT 125, saludos!"
"RIN-091","MLM2131990966","13141096533","BEN10","ANSWERED","Tienes rin trasero de aspas que sea compatible con ft 125?","2024-08-23T13:00:08.464-04:00","Buen dia, por el unicamente de rayos, seria el modelo de esta publicación."
"RIN-091","MLM2131990966","13141094101","BEN10","ANSWERED","Viene con baleros incluidos?","2024-08-23T12:59:18.584-04:00","Sí, el producto incluye baleros. ¡Saludos!"
"RIN-091","MLM2131990966","13140230076","BEN10","ANSWERED","Si tienes existencia de este rin??","2024-08-21T21:10:55.912-04:00","Buen dia, disponible, esperamos tu compra!"
"RIN-091","MLM2131990966","13112933636","BEN10","ANSWERED","Es compatible con una Italika FT 125?","2024-07-19T22:36:36.910-04:00","Buen día, sí, el producto es compatible con la motocicleta Italika FT 125, saludos!"
"RIN-091","MLM2131990966","13110548263","BEN10","ANSWERED","Buenas tardes le queda a una Italika dt 125 delibery?","2024-07-17T20:24:50.152-04:00","Buen día, sí, el producto es compatible con la motocicleta Italika DT 125 Delivery, saludos!"
"RIN-091","MLM2131990966","13110047678","BEN10","ANSWERED","Excelente tarde! Es compatible con una Italika FT125 roja Modelo 2021 rin 17 de 36 rayos por favor? El rin viene completo con la maza y todo lo que se observa en las imágenes?","2024-07-16T20:41:14.465-04:00","Buen dia, se envía el rin completo, es compatible, saludos!"
"RIN-091","MLM2131990966","13109981322","BEN10","ANSWERED","Buenas tardes,es compatible con Italika ft115??","2024-07-16T19:30:17.008-04:00","Buen día, no es compatible con la Italika FT115, disculpa."
"RIN-091","MLM2131990966","13106870705","BEN10","ANSWERED","Le queda a dt 150 2020?","2024-07-13T17:39:00.116-04:00","Buen día, es compatible con la DT 150 2020, saludos!"
"RIN-091","MLM2131990966","13102505517","BEN10","ANSWERED","Si lo pido llega en la medida que viene en la descripcion 1.6x17? Si llegaria rodado 17?","2024-07-08T20:06:19.469-04:00","Buen dia Pablo, claro te llega tal cual las especificaciones del producto, saludos!"
"RIN-091","MLM2131990966","13102216429","BEN10","ANSWERED","Viene armado listo para instalar","2024-07-08T15:26:29.409-04:00","Buen día, claro, el producto viene armado y listo para instalar, solo necesitas montar la llanta . ¡Saludos!"
"RIN-091","MLM2131990966","13098526643","BEN10","ANSWERED","Buenas noches! Será compatible con la ft 125 Sport?","2024-07-04T00:38:12.048-04:00","Buen dia, es compatible, saludos!"
"RIN-091","MLM2131990966","13098067164","BEN10","ANSWERED","Sirve para una moto ft 15","2024-07-03T07:28:12.536-04:00","Buen dia, compatible con ft150 grafito, saludos!"
"RIN-091","MLM2131990966","13093748063","BEN10","ANSWERED","Buen día quiero saber si viene completo con rodamientos y separador interno entre rodamientos de la masa que entonces sería nada más para montar llanta y armar gracias","2024-06-28T15:01:51.553-04:00","Buen día, el producto incluye baleros, por lo que viene completo y listo para instalar, solo necesitas montar la llanta y armarlo, ¡saludos!"
